trade_number,entry_month_ui,close_month_ist,trade_name,signal_id,entry_time_ui,entry_time_raw_utc,entry_time_ist_from_raw,ui_vs_raw_entry_minutes,trade_closed_time_raw_utc,trade_closed_time_ist,trade_duration_minutes_raw,capital_allocated_pct,lots_bought,margin_required,trade_pnl,trade_pnl_pct,signal_pnl,signal_pnl_pct,exit_event_number,exit_event_name,exit_event_id,exit_event_time_raw_utc,exit_event_time_ist,exit_event_lots,exit_event_pnl,leg_number,entry_side,exit_side,symbol,underlying,exchange,exchange_token,instrument_type,product_type,expiry_raw_utc,expiry_date_ist,expiry_time_ist,days_to_expiry_from_raw_entry,strike_price,option_type,leg_quantity_lots,lot_size_multiplier,trade_leg_total_qty,exit_event_qty,entry_price,exit_event_price,final_exit_price,avg_exit_price,target_price,stop_loss,event_entry_value,event_exit_value,event_leg_realized_pnl,spread_type,short_strike,long_strike,strike_width,entry_short_price,entry_long_price,entry_net_credit,exit_event_short_price,exit_event_long_price,exit_event_net_debit,source_url
8,2025-11,2025-11,Credit Spread 25950 / 26250 Short:17/11/2025 04:46,6981b86ba2d779f2330d2bd4,2025-11-17 04:46:00,2025-11-17T04:46:00Z,2025-11-17 10:16:00,330,2025-11-18T09:29:59Z,2025-11-18 14:59:59,1724,100,4,70000,24661.1,7.71,6113.047527,3.59259,1,Target 1,6aa464fdae024f12303d8fa7,2025-11-18T09:29:59Z,2025-11-18 14:59:59,2,12226.1,1,SELL,BUY,NIFTY18NOV2525950CE,NIFTY,NSE,,OPT,INTRADAY,2025-11-18T00:00:00.000Z,2025-11-18,2025-11-18 05:30:00,0.801389,25950,CE,1,75,300,150,96.13,5.35,5.35,5.35,0,0,14419.5,802.5,13617,CALL_CREDIT_SPREAD,25950,26250,300,96.13,8.08,88.05,5.35,0.2,5.15,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
8,2025-11,2025-11,Credit Spread 25950 / 26250 Short:17/11/2025 04:46,6981b86ba2d779f2330d2bd4,2025-11-17 04:46:00,2025-11-17T04:46:00Z,2025-11-17 10:16:00,330,2025-11-18T09:29:59Z,2025-11-18 14:59:59,1724,100,4,70000,24661.1,7.71,6113.047527,3.59259,2,Final Exit,6aa464fdae024f12303d8faa,2025-11-18T09:29:59Z,2025-11-18 14:59:59,2,12435,2,BUY,SELL,NIFTY18NOV2526250CE,NIFTY,NSE,,OPT,INTRADAY,2025-11-18T00:00:00.000Z,2025-11-18,2025-11-18 05:30:00,0.801389,26250,CE,1,75,300,150,8.08,0.2,0.2,0.2,0,0,1212,30,-1182,CALL_CREDIT_SPREAD,25950,26250,300,96.13,8.08,88.05,5.35,0.2,5.15,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
8,2025-11,2025-11,Credit Spread 25950 / 26250 Short:17/11/2025 04:46,6981b86ba2d779f2330d2bd4,2025-11-17 04:46:00,2025-11-17T04:46:00Z,2025-11-17 10:16:00,330,2025-11-18T09:29:59Z,2025-11-18 14:59:59,1724,100,4,70000,24661.1,7.71,6113.047527,3.59259,2,Final Exit,6aa464fdae024f12303d8faa,2025-11-18T09:29:59Z,2025-11-18 14:59:59,2,12435,1,SELL,BUY,NIFTY18NOV2525950CE,NIFTY,NSE,,OPT,INTRADAY,2025-11-18T00:00:00.000Z,2025-11-18,2025-11-18 05:30:00,0.801389,25950,CE,1,75,300,150,96.13,5.35,5.35,5.35,0,0,14419.5,802.5,13617,CALL_CREDIT_SPREAD,25950,26250,300,96.13,8.08,88.05,5.35,0.2,5.15,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
9,2025-12,2025-12,Credit Spread 26100 / 26400 Short:08/12/2025 05:26,6981b86ba2d779f2330d2bd7,2025-12-08 05:26:00,2025-12-08T05:26:00Z,2025-12-08 10:56:00,330,2025-12-08T07:50:59Z,2025-12-08 13:20:59,145,100,4,70000,12871.18,4.02,3165.589894,1.795874,1,Target 1,6aa464fdae024f12303d8f83,2025-12-08T07:50:59Z,2025-12-08 13:20:59,2,6331.18,2,BUY,SELL,NIFTY09DEC2526400CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.773611,26400,CE,1,75,300,150,4.24,3.32,3.32,3.32,0,0,636,498,-138,CALL_CREDIT_SPREAD,26100,26400,300,80.93,4.24,76.69,36.41,3.32,33.09,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
9,2025-12,2025-12,Credit Spread 26100 / 26400 Short:08/12/2025 05:26,6981b86ba2d779f2330d2bd7,2025-12-08 05:26:00,2025-12-08T05:26:00Z,2025-12-08 10:56:00,330,2025-12-08T07:50:59Z,2025-12-08 13:20:59,145,100,4,70000,12871.18,4.02,3165.589894,1.795874,1,Target 1,6aa464fdae024f12303d8f83,2025-12-08T07:50:59Z,2025-12-08 13:20:59,2,6331.18,1,SELL,BUY,NIFTY09DEC2526100CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.773611,26100,CE,1,75,300,150,80.93,36.41,36.41,36.41,0,0,12139.5,5461.5,6678,CALL_CREDIT_SPREAD,26100,26400,300,80.93,4.24,76.69,36.41,3.32,33.09,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
9,2025-12,2025-12,Credit Spread 26100 / 26400 Short:08/12/2025 05:26,6981b86ba2d779f2330d2bd7,2025-12-08 05:26:00,2025-12-08T05:26:00Z,2025-12-08 10:56:00,330,2025-12-08T07:50:59Z,2025-12-08 13:20:59,145,100,4,70000,12871.18,4.02,3165.589894,1.795874,2,Final Exit,6aa464fdae024f12303d8f86,2025-12-08T07:50:59Z,2025-12-08 13:20:59,2,6540,2,BUY,SELL,NIFTY09DEC2526400CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.773611,26400,CE,1,75,300,150,4.24,3.32,3.32,3.32,0,0,636,498,-138,CALL_CREDIT_SPREAD,26100,26400,300,80.93,4.24,76.69,36.41,3.32,33.09,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
9,2025-12,2025-12,Credit Spread 26100 / 26400 Short:08/12/2025 05:26,6981b86ba2d779f2330d2bd7,2025-12-08 05:26:00,2025-12-08T05:26:00Z,2025-12-08 10:56:00,330,2025-12-08T07:50:59Z,2025-12-08 13:20:59,145,100,4,70000,12871.18,4.02,3165.589894,1.795874,2,Final Exit,6aa464fdae024f12303d8f86,2025-12-08T07:50:59Z,2025-12-08 13:20:59,2,6540,1,SELL,BUY,NIFTY09DEC2526100CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.773611,26100,CE,1,75,300,150,80.93,36.41,36.41,36.41,0,0,12139.5,5461.5,6678,CALL_CREDIT_SPREAD,26100,26400,300,80.93,4.24,76.69,36.41,3.32,33.09,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
10,2025-12,2025-12,Credit Spread 25950 / 26250 Short:08/12/2025 07:53,6981b86ba2d779f2330d2bda,2025-12-08 07:53:00,2025-12-08T07:53:00Z,2025-12-08 13:23:00,330,2025-12-09T09:29:59Z,2025-12-09 14:59:59,1537,100,4,70000,27554.59,8.61,6836.047111,3.809747,1,Target 1,6aa464fdae024f12303d8fb0,2025-12-09T09:29:59Z,2025-12-09 14:59:59,2,13672.09,1,SELL,BUY,NIFTY09DEC2525950CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.671528,25950,CE,1,75,300,150,101.23,0.4,0.4,0.4,0,0,15184.5,60,15124.5,CALL_CREDIT_SPREAD,25950,26250,300,101.23,8.48,92.75,0.4,0.2,0.2,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
10,2025-12,2025-12,Credit Spread 25950 / 26250 Short:08/12/2025 07:53,6981b86ba2d779f2330d2bda,2025-12-08 07:53:00,2025-12-08T07:53:00Z,2025-12-08 13:23:00,330,2025-12-09T09:29:59Z,2025-12-09 14:59:59,1537,100,4,70000,27554.59,8.61,6836.047111,3.809747,1,Target 1,6aa464fdae024f12303d8fb0,2025-12-09T09:29:59Z,2025-12-09 14:59:59,2,13672.09,2,BUY,SELL,NIFTY09DEC2526250CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.671528,26250,CE,1,75,300,150,8.48,0.2,0.2,0.2,0,0,1272,30,-1242,CALL_CREDIT_SPREAD,25950,26250,300,101.23,8.48,92.75,0.4,0.2,0.2,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
10,2025-12,2025-12,Credit Spread 25950 / 26250 Short:08/12/2025 07:53,6981b86ba2d779f2330d2bda,2025-12-08 07:53:00,2025-12-08T07:53:00Z,2025-12-08 13:23:00,330,2025-12-09T09:29:59Z,2025-12-09 14:59:59,1537,100,4,70000,27554.59,8.61,6836.047111,3.809747,2,Final Exit,6aa464fdae024f12303d8fb3,2025-12-09T09:29:59Z,2025-12-09 14:59:59,2,13882.5,1,SELL,BUY,NIFTY09DEC2525950CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.671528,25950,CE,1,75,300,150,101.23,0.4,0.4,0.4,0,0,15184.5,60,15124.5,CALL_CREDIT_SPREAD,25950,26250,300,101.23,8.48,92.75,0.4,0.2,0.2,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
10,2025-12,2025-12,Credit Spread 25950 / 26250 Short:08/12/2025 07:53,6981b86ba2d779f2330d2bda,2025-12-08 07:53:00,2025-12-08T07:53:00Z,2025-12-08 13:23:00,330,2025-12-09T09:29:59Z,2025-12-09 14:59:59,1537,100,4,70000,27554.59,8.61,6836.047111,3.809747,2,Final Exit,6aa464fdae024f12303d8fb3,2025-12-09T09:29:59Z,2025-12-09 14:59:59,2,13882.5,2,BUY,SELL,NIFTY09DEC2526250CE,NIFTY,NSE,,OPT,INTRADAY,2025-12-09T00:00:00.000Z,2025-12-09,2025-12-09 05:30:00,0.671528,26250,CE,1,75,300,150,8.48,0.2,0.2,0.2,0,0,1272,30,-1242,CALL_CREDIT_SPREAD,25950,26250,300,101.23,8.48,92.75,0.4,0.2,0.2,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
11,2025-12,2025-12,Credit Spread 25850 / 26150 Long:22/12/2025 09:08,6981b86ba2d779f2330d2bdd,2025-12-22 09:08:00,2025-12-22T09:08:00Z,2025-12-22 14:38:00,330,2025-12-23T09:29:59Z,2025-12-23 14:59:59,1462,100,4,70000,13654.57,4.27,3363.786274,1.805849,1,Target 1,6aa464fdae024f12303d8f8c,2025-12-23T09:29:59Z,2025-12-23 14:59:59,2,6727.57,1,SELL,BUY,NIFTY23DEC2526150PE,NIFTY,NSE,,OPT,INTRADAY,2025-12-23T00:00:00.000Z,2025-12-23,2025-12-23 05:30:00,0.619444,26150,PE,1,75,300,150,51.28,0.86,0.86,0.86,0,0,7692,129,7563,PUT_CREDIT_SPREAD,26150,25850,300,51.28,4.49,46.79,0.86,0.25,0.61,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
11,2025-12,2025-12,Credit Spread 25850 / 26150 Long:22/12/2025 09:08,6981b86ba2d779f2330d2bdd,2025-12-22 09:08:00,2025-12-22T09:08:00Z,2025-12-22 14:38:00,330,2025-12-23T09:29:59Z,2025-12-23 14:59:59,1462,100,4,70000,13654.57,4.27,3363.786274,1.805849,1,Target 1,6aa464fdae024f12303d8f8c,2025-12-23T09:29:59Z,2025-12-23 14:59:59,2,6727.57,2,BUY,SELL,NIFTY23DEC2525850PE,NIFTY,NSE,,OPT,INTRADAY,2025-12-23T00:00:00.000Z,2025-12-23,2025-12-23 05:30:00,0.619444,25850,PE,1,75,300,150,4.49,0.25,0.25,0.25,0,0,673.5,37.5,-636,PUT_CREDIT_SPREAD,26150,25850,300,51.28,4.49,46.79,0.86,0.25,0.61,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
11,2025-12,2025-12,Credit Spread 25850 / 26150 Long:22/12/2025 09:08,6981b86ba2d779f2330d2bdd,2025-12-22 09:08:00,2025-12-22T09:08:00Z,2025-12-22 14:38:00,330,2025-12-23T09:29:59Z,2025-12-23 14:59:59,1462,100,4,70000,13654.57,4.27,3363.786274,1.805849,2,Final Exit,6aa464fdae024f12303d8f8f,2025-12-23T09:29:59Z,2025-12-23 14:59:59,2,6927,1,SELL,BUY,NIFTY23DEC2526150PE,NIFTY,NSE,,OPT,INTRADAY,2025-12-23T00:00:00.000Z,2025-12-23,2025-12-23 05:30:00,0.619444,26150,PE,1,75,300,150,51.28,0.86,0.86,0.86,0,0,7692,129,7563,PUT_CREDIT_SPREAD,26150,25850,300,51.28,4.49,46.79,0.86,0.25,0.61,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
11,2025-12,2025-12,Credit Spread 25850 / 26150 Long:22/12/2025 09:08,6981b86ba2d779f2330d2bdd,2025-12-22 09:08:00,2025-12-22T09:08:00Z,2025-12-22 14:38:00,330,2025-12-23T09:29:59Z,2025-12-23 14:59:59,1462,100,4,70000,13654.57,4.27,3363.786274,1.805849,2,Final Exit,6aa464fdae024f12303d8f8f,2025-12-23T09:29:59Z,2025-12-23 14:59:59,2,6927,2,BUY,SELL,NIFTY23DEC2525850PE,NIFTY,NSE,,OPT,INTRADAY,2025-12-23T00:00:00.000Z,2025-12-23,2025-12-23 05:30:00,0.619444,25850,PE,1,75,300,150,4.49,0.25,0.25,0.25,0,0,673.5,37.5,-636,PUT_CREDIT_SPREAD,26150,25850,300,51.28,4.49,46.79,0.86,0.25,0.61,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
12,2026-03,2026-03,Ratio-Fluxer Credit Spread Expiry:09/03/2026 10:52,69ae59316741b948482bb11d,2026-03-09 10:52:00,2026-03-09T05:22:57.275Z,2026-03-09 10:52:57,1,2026-03-09T09:16:00.78Z,2026-03-09 14:46:00,233,80,4,57916.3,-13442,-5.25,-3360.5,-5.8,1,Final Exit,6aa464fdae024f12303d8f77,2026-03-09T09:16:00.78Z,2026-03-09 14:46:00,4,-13442,1,BUY,SELL,NIFTY2631024200CE,NIFTY,NSE,45482,OPT,CARRYFORWARD,2026-03-10T18:29:59.999Z,2026-03-10,2026-03-10 23:59:59,1.546559,24200,CE,1,65,260,260,69,107.8,107.8,107.8,0,0,17940,28028,10088,CALL_CREDIT_SPREAD,23800,24200,400,243.3,69,174.3,333.8,107.8,226,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
12,2026-03,2026-03,Ratio-Fluxer Credit Spread Expiry:09/03/2026 10:52,69ae59316741b948482bb11d,2026-03-09 10:52:00,2026-03-09T05:22:57.275Z,2026-03-09 10:52:57,1,2026-03-09T09:16:00.78Z,2026-03-09 14:46:00,233,80,4,57916.3,-13442,-5.25,-3360.5,-5.8,1,Final Exit,6aa464fdae024f12303d8f77,2026-03-09T09:16:00.78Z,2026-03-09 14:46:00,4,-13442,2,SELL,BUY,NIFTY2631023800CE,NIFTY,NSE,45456,OPT,CARRYFORWARD,2026-03-10T18:29:59.999Z,2026-03-10,2026-03-10 23:59:59,1.546559,23800,CE,1,65,260,260,243.3,333.8,333.8,333.8,0,0,63258,86788,-23530,CALL_CREDIT_SPREAD,23800,24200,400,243.3,69,174.3,333.8,107.8,226,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
13,2026-05,2026-05,Ratio-Fluxer Credit Spread Expiry:04/05/2026 10:34,69f828fbdfb0b27b4a0e789a,2026-05-04 10:34:00,2026-05-04T05:04:59.146Z,2026-05-04 10:34:59,1,2026-05-04T07:59:04.981Z,2026-05-04 13:29:04,174,80,4,61394.97,15288,5.97,3822,6.23,1,Final Exit,6aa464fdae024f12303d8f95,2026-05-04T07:59:04.981Z,2026-05-04 13:29:04,4,15288,2,BUY,SELL,NIFTY2650524600CE,NIFTY,NSE,74199,OPT,CARRYFORWARD,2026-05-05T18:29:59.999Z,2026-05-05,2026-05-05 23:59:59,1.559038,24600,CE,1,65,260,260,19.35,9.55,9.55,9.55,0,0,5031,2483,-2548,CALL_CREDIT_SPREAD,24200,24600,400,134.25,19.35,114.9,65.65,9.55,56.1,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
13,2026-05,2026-05,Ratio-Fluxer Credit Spread Expiry:04/05/2026 10:34,69f828fbdfb0b27b4a0e789a,2026-05-04 10:34:00,2026-05-04T05:04:59.146Z,2026-05-04 10:34:59,1,2026-05-04T07:59:04.981Z,2026-05-04 13:29:04,174,80,4,61394.97,15288,5.97,3822,6.23,1,Final Exit,6aa464fdae024f12303d8f95,2026-05-04T07:59:04.981Z,2026-05-04 13:29:04,4,15288,1,SELL,BUY,NIFTY2650524200CE,NIFTY,NSE,74167,OPT,CARRYFORWARD,2026-05-05T18:29:59.999Z,2026-05-05,2026-05-05 23:59:59,1.559038,24200,CE,1,65,260,260,134.25,65.65,65.65,65.65,0,0,34905,17069,17836,CALL_CREDIT_SPREAD,24200,24600,400,134.25,19.35,114.9,65.65,9.55,56.1,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
14,2026-05,2026-05,Ratio-Fluxer Credit Spread Expiry:18/05/2026 12:05,6a0ab34e3d7fa1213afde4ee,2026-05-18 12:05:00,2026-05-18T06:35:58.218Z,2026-05-18 12:05:58,1,2026-05-18T07:33:26.186Z,2026-05-18 13:03:26,57,80,4,59795.84,15470,6.04,3867.5,6.47,1,Final Exit,6aa464fdae024f12303d8f98,2026-05-18T07:33:26.186Z,2026-05-18 13:03:26,4,15470,1,BUY,SELL,NIFTY2651923100PE,NIFTY,NSE,51315,OPT,CARRYFORWARD,2026-05-19T18:29:59.999Z,2026-05-19,2026-05-19 23:59:59,1.495854,23100,PE,1,65,260,260,24.65,14.95,14.95,14.95,0,0,6409,3887,-2522,PUT_CREDIT_SPREAD,23500,23100,400,142.8,24.65,118.15,73.6,14.95,58.65,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
14,2026-05,2026-05,Ratio-Fluxer Credit Spread Expiry:18/05/2026 12:05,6a0ab34e3d7fa1213afde4ee,2026-05-18 12:05:00,2026-05-18T06:35:58.218Z,2026-05-18 12:05:58,1,2026-05-18T07:33:26.186Z,2026-05-18 13:03:26,57,80,4,59795.84,15470,6.04,3867.5,6.47,1,Final Exit,6aa464fdae024f12303d8f98,2026-05-18T07:33:26.186Z,2026-05-18 13:03:26,4,15470,2,SELL,BUY,NIFTY2651923500PE,NIFTY,NSE,51355,OPT,CARRYFORWARD,2026-05-19T18:29:59.999Z,2026-05-19,2026-05-19 23:59:59,1.495854,23500,PE,1,65,260,260,142.8,73.6,73.6,73.6,0,0,37128,19136,17992,PUT_CREDIT_SPREAD,23500,23100,400,142.8,24.65,118.15,73.6,14.95,58.65,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
15,2026-07,2026-07,Ratio-Fluxer Credit Spread Expiry:13/07/2026 10:27,6a5470522070b35ed7fbe0d5,2026-07-13 10:27:00,2026-07-13T04:57:54.622Z,2026-07-13 10:27:54,1,2026-07-13T07:22:17.687Z,2026-07-13 12:52:17,144,80,4,56799.93,10361,4.05,2590.25,4.56,1,Final Exit,6aa464fdae024f12303d8f89,2026-07-13T07:22:17.687Z,2026-07-13 12:52:17,4,10361,1,SELL,BUY,NIFTY2671424100PE,NIFTY,NSE,51376,OPT,CARRYFORWARD,2026-07-14T18:29:59.999Z,2026-07-14,2026-07-14 23:59:59,1.563951,24100,PE,1,65,260,260,89.25,48.4,48.4,48.4,0,0,23205,12584,10621,PUT_CREDIT_SPREAD,24100,23700,400,89.25,9.8,79.45,48.4,8.8,39.6,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
15,2026-07,2026-07,Ratio-Fluxer Credit Spread Expiry:13/07/2026 10:27,6a5470522070b35ed7fbe0d5,2026-07-13 10:27:00,2026-07-13T04:57:54.622Z,2026-07-13 10:27:54,1,2026-07-13T07:22:17.687Z,2026-07-13 12:52:17,144,80,4,56799.93,10361,4.05,2590.25,4.56,1,Final Exit,6aa464fdae024f12303d8f89,2026-07-13T07:22:17.687Z,2026-07-13 12:52:17,4,10361,2,BUY,SELL,NIFTY2671423700PE,NIFTY,NSE,51356,OPT,CARRYFORWARD,2026-07-14T18:29:59.999Z,2026-07-14,2026-07-14 23:59:59,1.563951,23700,PE,1,65,260,260,9.8,8.8,8.8,8.8,0,0,2548,2288,-260,PUT_CREDIT_SPREAD,24100,23700,400,89.25,9.8,79.45,48.4,8.8,39.6,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
16,2026-07,2026-07,Ratio-Fluxer Credit Spread Expiry:17/07/2026 10:52,6a59bc2a6a67bf1e7c065776,2026-07-17 10:52:00,2026-07-17T05:22:50.65Z,2026-07-17 10:52:50,1,2026-07-21T09:27:29.768Z,2026-07-21 14:57:29,6005,100,5,59083.57,15258.75,4.77,3051.75,5.17,1,Final Exit,6aa464fdae024f12303d8f92,2026-07-21T09:27:29.768Z,2026-07-21 14:57:29,5,15258.75,1,BUY,SELL,NIFTY2672123850PE,NIFTY,NSE,57335,OPT,CARRYFORWARD,2026-07-21T18:29:59.999Z,2026-07-21,2026-07-21 23:59:59,4.546636,23850,PE,1,65,325,325,29.75,0.2,0.2,0.2,0,0,9668.75,65,-9603.75,PUT_CREDIT_SPREAD,24250,23850,400,146.1,29.75,116.35,69.6,0.2,69.4,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
16,2026-07,2026-07,Ratio-Fluxer Credit Spread Expiry:17/07/2026 10:52,6a59bc2a6a67bf1e7c065776,2026-07-17 10:52:00,2026-07-17T05:22:50.65Z,2026-07-17 10:52:50,1,2026-07-21T09:27:29.768Z,2026-07-21 14:57:29,6005,100,5,59083.57,15258.75,4.77,3051.75,5.17,1,Final Exit,6aa464fdae024f12303d8f92,2026-07-21T09:27:29.768Z,2026-07-21 14:57:29,5,15258.75,2,SELL,BUY,NIFTY2672124250PE,NIFTY,NSE,57351,OPT,CARRYFORWARD,2026-07-21T18:29:59.999Z,2026-07-21,2026-07-21 23:59:59,4.546636,24250,PE,1,65,325,325,146.1,69.6,69.6,69.6,0,0,47482.5,22620,24862.5,PUT_CREDIT_SPREAD,24250,23850,400,146.1,29.75,116.35,69.6,0.2,69.4,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
17,2026-08,2026-08,Ratio-Fluxer Credit Spread Expiry:10/08/2026 11:36,6a796a725eb24d8e8fa3c857,2026-08-10 11:36:00,2026-08-10T06:06:42.772Z,2026-08-10 11:36:42,1,2026-08-11T09:27:33.502Z,2026-08-11 14:57:33,1641,80,4,58451.64,23023,8.99,5755.75,9.85,1,Final Exit,6aa464fdae024f12303d8fb6,2026-08-11T09:27:33.502Z,2026-08-11 14:57:33,4,23023,1,BUY,SELL,NIFTY2681125000CE,NIFTY,NSE,41037,OPT,CARRYFORWARD,2026-08-11T18:29:59.999Z,2026-08-11,2026-08-11 23:59:59,1.516172,25000,CE,1,65,260,260,4.5,0.1,0.1,0.1,0,0,1170,26,-1144,CALL_CREDIT_SPREAD,24600,25000,400,97.35,4.5,92.85,4.4,0.1,4.3,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
17,2026-08,2026-08,Ratio-Fluxer Credit Spread Expiry:10/08/2026 11:36,6a796a725eb24d8e8fa3c857,2026-08-10 11:36:00,2026-08-10T06:06:42.772Z,2026-08-10 11:36:42,1,2026-08-11T09:27:33.502Z,2026-08-11 14:57:33,1641,80,4,58451.64,23023,8.99,5755.75,9.85,1,Final Exit,6aa464fdae024f12303d8fb6,2026-08-11T09:27:33.502Z,2026-08-11 14:57:33,4,23023,2,SELL,BUY,NIFTY2681124600CE,NIFTY,NSE,41015,OPT,CARRYFORWARD,2026-08-11T18:29:59.999Z,2026-08-11,2026-08-11 23:59:59,1.516172,24600,CE,1,65,260,260,97.35,4.4,4.4,4.4,0,0,25311,1144,24167,CALL_CREDIT_SPREAD,24600,25000,400,97.35,4.5,92.85,4.4,0.1,4.3,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
18,2026-08,2026-08,Ratio-Fluxer Credit Spread Expiry:13/08/2026 13:15,6a7d7627cc8d71cae44a25ba,2026-08-13 13:15:00,2026-08-13T07:45:43.758Z,2026-08-13 13:15:43,1,2026-08-18T09:27:29.69Z,2026-08-18 14:57:29,7302,100,5,57159.05,43257.5,13.52,8651.5,15.14,1,Final Exit,6aa464fdae024f12303d8fce,2026-08-18T09:27:29.69Z,2026-08-18 14:57:29,5,43257.5,1,SELL,BUY,NIFTY2681824350CE,NIFTY,NSE,45104,OPT,CARRYFORWARD,2026-08-18T18:29:59.999Z,2026-08-18,2026-08-18 23:59:59,5.44741,24350,CE,1,65,325,325,147.65,1.55,1.55,1.55,0,0,47986.25,503.75,47482.5,CALL_CREDIT_SPREAD,24350,24750,400,147.65,13.1,134.55,1.55,0.1,1.45,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
18,2026-08,2026-08,Ratio-Fluxer Credit Spread Expiry:13/08/2026 13:15,6a7d7627cc8d71cae44a25ba,2026-08-13 13:15:00,2026-08-13T07:45:43.758Z,2026-08-13 13:15:43,1,2026-08-18T09:27:29.69Z,2026-08-18 14:57:29,7302,100,5,57159.05,43257.5,13.52,8651.5,15.14,1,Final Exit,6aa464fdae024f12303d8fce,2026-08-18T09:27:29.69Z,2026-08-18 14:57:29,5,43257.5,2,BUY,SELL,NIFTY2681824750CE,NIFTY,NSE,45132,OPT,CARRYFORWARD,2026-08-18T18:29:59.999Z,2026-08-18,2026-08-18 23:59:59,5.44741,24750,CE,1,65,325,325,13.1,0.1,0.1,0.1,0,0,4257.5,32.5,-4225,CALL_CREDIT_SPREAD,24350,24750,400,147.65,13.1,134.55,1.55,0.1,1.45,https://algos.dhan.co/managers/stratzy/ratio-fluxer-credit-spread-expiry/698075eaf867bf12b20442e5?tab=past-trades
